city,date,pm25_mean,pm10_mean,no2_mean,o3_mean,co_mean,aqi_mean,temp_mean,humidity_mean,wind_mean,pressure_mean,traffic_index_mean,vehicle_count_sum,congestion_mean,hospital_admissions,respiratory_admissions,population_est,district,population,area_km2,next_day_respiratory_admissions,risk_category
CityB,2025-08-19,27.12,33.06541666666667,21.661666666666665,32.540416666666665,0.30820833333333336,21.25,23.876666666666665,59.612500000000004,2.11125,1009.0,54.0375,4979,54.0375,12,6,524052,District_B,480000,140,6.0,Medium
CityB,2025-08-20,27.520416666666666,33.06458333333333,21.85875,31.439999999999998,0.304375,21.45,24.095416666666665,61.45416666666667,2.118333333333333,1010.4958333333334,57.20416666666667,5062,57.20416666666667,12,6,500522,District_B,480000,140,5.0,Medium
CityB,2025-08-21,27.452083333333334,32.250416666666666,21.31,29.696250000000003,0.30491666666666667,21.233333333333334,24.496666666666666,61.49583333333334,1.9958333333333333,1009.6291666666666,52.06666666666666,4769,52.06666666666666,11,5,486392,District_B,480000,140,4.0,Low
CityB,2025-08-22,28.985,34.03333333333333,22.87291666666667,28.446250000000003,0.293875,22.45,24.460833333333337,60.824999999999996,1.9679166666666668,1009.1666666666666,55.2125,5100,55.2125,8,4,520892,District_B,480000,140,5.0,Low
CityB,2025-08-23,29.165000000000003,34.0775,21.17125,29.360416666666666,0.29683333333333334,22.379166666666666,23.81375,62.833333333333336,1.8745833333333335,1009.6791666666667,54.5375,5629,54.5375,9,5,501788,District_B,480000,140,9.0,Low
CityB,2025-08-24,26.67833333333333,31.58,22.006666666666664,29.704166666666666,0.32287499999999997,20.795833333333334,24.131666666666664,61.32083333333333,1.9033333333333333,1009.1291666666666,55.762499999999996,4944,55.762499999999996,14,9,499648,District_B,480000,140,5.0,Medium
CityB,2025-08-25,29.25583333333333,34.418749999999996,22.98625,29.683333333333334,0.2974583333333333,22.670833333333334,24.1975,60.104166666666664,1.9516666666666669,1010.3416666666667,54.270833333333336,5663,54.270833333333336,9,5,480535,District_B,480000,140,4.0,Low
CityB,2025-08-26,29.235,34.7825,20.269166666666667,29.469166666666666,0.29941666666666666,22.4375,23.933333333333334,61.137499999999996,2.200416666666667,1009.5791666666668,56.96666666666667,5212,56.96666666666667,7,4,482099,District_B,480000,140,6.0,Low
CityB,2025-08-27,26.255,31.299166666666665,20.982499999999998,31.322083333333335,0.29341666666666666,20.45,24.33875,60.7875,2.0079166666666666,1009.8083333333334,55.74583333333334,5077,55.74583333333334,11,6,484978,District_B,480000,140,6.0,Medium
CityB,2025-08-28,27.39625,31.633750000000003,20.672083333333333,32.084583333333335,0.31116666666666665,21.045833333333334,23.93958333333333,59.54583333333333,2.0345833333333334,1010.7541666666666,54.50833333333333,5108,54.50833333333333,9,6,560753,District_B,480000,140,5.0,Medium
CityB,2025-08-29,28.03125,33.87625,21.000833333333333,30.76125,0.28250000000000003,21.770833333333332,24.139166666666668,58.65416666666667,2.05125,1010.8416666666667,54.479166666666664,5288,54.479166666666664,9,5,519100,District_B,480000,140,5.0,Low
CityB,2025-08-30,29.03125,33.78,21.555833333333336,29.800833333333333,0.30745833333333333,22.304166666666664,24.373333333333335,59.63333333333333,1.9425,1009.1374999999999,54.354166666666664,5544,54.354166666666664,10,5,509815,District_B,480000,140,6.0,Low
CityB,2025-08-31,27.855416666666667,31.982916666666668,20.673750000000002,28.782916666666665,0.30879166666666663,21.325,24.569166666666664,61.416666666666664,1.8687500000000001,1010.5875,53.9,5424,53.9,11,6,495758,District_B,480000,140,7.0,Medium
CityB,2025-09-01,28.09958333333333,31.74208333333333,24.212083333333336,30.73375,0.2995,21.758333333333336,24.145416666666666,58.62083333333334,2.0524999999999998,1010.0500000000001,52.87916666666666,5473,52.87916666666666,13,7,489199,District_B,480000,140,6.0,Medium
CityB,2025-09-02,25.964583333333334,31.6875,20.774583333333332,31.584166666666665,0.29154166666666664,20.345833333333335,24.025000000000002,60.44583333333333,1.95375,1009.7666666666668,54.737500000000004,4937,54.737500000000004,9,6,460466,District_B,480000,140,6.0,Medium
CityB,2025-09-03,28.509583333333335,33.26708333333333,21.305,29.595416666666665,0.31708333333333333,21.933333333333334,24.30541666666667,58.300000000000004,2.15375,1009.1666666666666,57.02916666666667,5307,57.02916666666667,11,6,536269,District_B,480000,140,4.0,Medium
CityB,2025-09-04,28.139166666666668,33.09458333333333,21.53625,30.344583333333333,0.30912500000000004,21.741666666666664,24.35083333333333,60.75,2.0329166666666665,1010.0666666666666,54.666666666666664,5457,54.666666666666664,10,4,532229,District_B,480000,140,4.0,Low
CityB,2025-09-05,28.094166666666666,32.55375,21.381666666666664,27.867499999999996,0.2985,21.608333333333334,24.034583333333334,61.63333333333333,1.9266666666666667,1008.9875000000001,55.13333333333333,5432,55.13333333333333,9,4,491891,District_B,480000,140,5.0,Low
CityB,2025-09-06,28.742499999999996,33.997499999999995,20.43,31.085833333333337,0.30754166666666666,22.070833333333336,24.106666666666666,60.55833333333334,2.2095833333333332,1010.9625,58.5875,5173,58.5875,10,5,469372,District_B,480000,140,5.0,Low
CityB,2025-09-07,26.31458333333333,30.116249999999997,20.57875,30.62,0.30816666666666664,20.224999999999998,24.217083333333335,61.06666666666666,1.9995833333333335,1010.5416666666666,52.770833333333336,4992,52.770833333333336,10,5,479480,District_B,480000,140,7.0,Low
CityB,2025-09-08,27.809166666666666,32.72083333333333,22.63791666666667,30.53125,0.3040833333333333,21.625,24.092083333333335,60.4375,1.9345833333333333,1009.4541666666665,53.89166666666667,5304,53.89166666666667,12,7,475655,District_B,480000,140,4.0,Medium
CityB,2025-09-09,26.172916666666666,30.369583333333335,21.608333333333334,29.99875,0.29525,20.304166666666667,24.197916666666668,61.8375,1.8825,1008.8791666666666,53.949999999999996,5502,53.949999999999996,8,4,508438,District_B,480000,140,7.0,Low
CityB,2025-09-10,27.549166666666668,32.732083333333335,20.90375,30.249166666666667,0.2916666666666667,21.320833333333333,24.209166666666665,58.2875,2.0329166666666665,1009.6208333333334,54.208333333333336,5074,54.208333333333336,11,7,506670,District_B,480000,140,6.0,Medium
CityB,2025-09-11,28.668333333333333,33.981249999999996,21.389583333333334,31.304166666666664,0.2977916666666667,22.1375,24.39375,61.02916666666667,1.9816666666666667,1010.4125,55.887499999999996,5078,55.887499999999996,11,6,477643,District_B,480000,140,7.0,Medium
CityB,2025-09-12,28.554166666666664,34.1425,21.683333333333334,29.8925,0.2972916666666667,22.141666666666666,24.578333333333333,58.762499999999996,2.125,1009.15,52.708333333333336,5247,52.708333333333336,12,7,494371,District_B,480000,140,5.0,Medium
CityB,2025-09-13,26.792083333333334,32.145,22.333333333333332,30.709166666666665,0.30425,20.974999999999998,24.187083333333334,60.875,2.0316666666666667,1009.4625,52.987500000000004,5307,52.987500000000004,8,5,481910,District_B,480000,140,5.0,Low
CityB,2025-09-14,29.28125,34.36625,21.287916666666664,29.77541666666667,0.29354166666666665,22.4875,24.328333333333333,59.98333333333333,1.9858333333333331,1010.3166666666666,55.36666666666667,5486,55.36666666666667,10,5,491776,District_B,480000,140,3.0,Low
CityB,2025-09-15,27.235833333333332,32.32666666666667,20.331666666666667,29.52208333333333,0.2760416666666667,21.020833333333332,24.357916666666668,57.55416666666667,1.9183333333333332,1010.5166666666668,53.208333333333336,5875,53.208333333333336,8,3,507803,District_B,480000,140,6.0,Low
CityB,2025-09-16,28.59583333333333,34.193333333333335,20.68916666666667,32.13666666666666,0.29616666666666663,22.066666666666666,24.010416666666668,62.11666666666667,2.0679166666666666,1009.8041666666667,54.925000000000004,5035,54.925000000000004,11,6,552125,District_B,480000,140,6.0,Medium
CityB,2025-09-17,28.29958333333333,33.22,20.7475,29.8275,0.30225,21.770833333333332,24.04041666666667,61.9125,1.9054166666666665,1010.3041666666667,53.1625,5362,53.1625,10,6,507739,District_B,480000,140,4.0,Medium
CityB,2025-09-18,27.42958333333333,33.377500000000005,21.057916666666667,30.050833333333333,0.29975,21.3875,24.124583333333334,59.07083333333333,2.035,1009.2291666666666,56.104166666666664,4974,56.104166666666664,8,4,484773,District_B,480000,140,5.0,Low
CityB,2025-09-19,26.914583333333336,32.317083333333336,22.056250000000002,31.120416666666667,0.3032916666666667,21.054166666666667,24.354166666666668,60.5,1.9029166666666668,1010.8249999999999,54.112500000000004,5505,54.112500000000004,8,5,492444,District_B,480000,140,5.0,Low
CityB,2025-09-20,27.611666666666665,33.3025,21.392916666666668,29.58666666666667,0.29054166666666664,21.504166666666666,24.39833333333333,58.729166666666664,2.103333333333333,1009.2458333333334,55.43333333333334,5232,55.43333333333334,11,5,487114,District_B,480000,140,3.0,Low
CityB,2025-09-21,27.579583333333332,31.935,21.54375,30.951666666666668,0.3032916666666667,21.266666666666666,24.27625,60.824999999999996,1.8845833333333333,1009.4250000000001,53.44166666666666,5182,53.44166666666666,8,3,490840,District_B,480000,140,4.0,Low
CityB,2025-09-22,28.869583333333335,33.62416666666667,21.5725,31.672083333333333,0.29120833333333335,22.191666666666666,24.025833333333335,60.7125,1.9575000000000002,1010.6291666666666,54.40416666666667,5215,54.40416666666667,7,4,514652,District_B,480000,140,4.0,Low
CityB,2025-09-23,29.33875,35.69916666666666,21.013749999999998,31.532916666666665,0.29562499999999997,22.724999999999998,24.508750000000003,62.31666666666666,2.09375,1009.1166666666667,56.01666666666667,5482,56.01666666666667,7,4,474405,District_B,480000,140,5.0,Low
CityB,2025-09-24,26.409583333333334,31.096249999999998,20.36916666666667,29.96375,0.30291666666666667,20.420833333333334,24.324166666666667,59.229166666666664,2.0591666666666666,1009.1333333333333,51.479166666666664,5357,51.479166666666664,10,5,489319,District_B,480000,140,5.0,Low
CityB,2025-09-25,28.80666666666667,32.83833333333333,23.400833333333335,30.163749999999997,0.31204166666666666,22.22083333333333,24.11791666666667,59.04583333333333,2.0641666666666665,1009.3458333333333,54.44583333333333,5083,54.44583333333333,9,5,501102,District_B,480000,140,6.0,Low
CityB,2025-09-26,27.387083333333333,32.418749999999996,20.96291666666667,30.704166666666666,0.32066666666666666,21.183333333333334,24.025833333333335,62.30416666666667,2.2070833333333333,1010.5666666666666,57.7875,5015,57.7875,10,6,497337,District_B,480000,140,3.0,Medium
CityB,2025-09-27,27.260416666666668,32.25333333333334,21.556250000000002,30.692083333333333,0.2904583333333333,21.17083333333333,24.127916666666668,60.24166666666667,2.1641666666666666,1010.4625,55.62916666666666,4779,55.62916666666666,7,3,484743,District_B,480000,140,5.0,Low
CityB,2025-09-28,28.237916666666667,32.60166666666667,19.758333333333333,29.25,0.3027083333333333,21.52916666666667,24.089583333333334,61.40416666666667,1.8558333333333332,1010.3833333333333,54.44583333333333,5059,54.44583333333333,10,5,521475,District_B,480000,140,4.0,Low
CityB,2025-09-29,28.227500000000003,33.44083333333334,22.639583333333334,29.634583333333335,0.28783333333333333,21.941666666666666,24.33875,61.737500000000004,1.9816666666666667,1010.375,53.9625,5029,53.9625,7,4,529526,District_B,480000,140,4.0,Low
CityB,2025-09-30,28.56125,33.98791666666667,22.058333333333334,29.280833333333334,0.30616666666666664,22.150000000000002,23.692916666666665,58.5,2.004166666666667,1011.1333333333333,54.44583333333333,5538,54.44583333333333,9,4,449796,District_B,480000,140,6.0,Low
CityB,2025-10-01,27.0775,32.214166666666664,21.109583333333333,29.35875,0.30225,21.016666666666666,24.167916666666667,60.458333333333336,2.120833333333333,1009.9208333333332,54.90416666666667,5105,54.90416666666667,10,6,511521,District_B,480000,140,5.0,Medium
CityB,2025-10-02,28.357916666666668,33.39,20.11916666666667,30.49291666666667,0.32016666666666665,21.758333333333336,24.10375,59.21666666666667,1.985,1010.5541666666667,51.324999999999996,5072,51.324999999999996,10,5,484272,District_B,480000,140,6.0,Low
CityB,2025-10-03,27.721249999999998,32.77875,21.307916666666667,30.812916666666666,0.29920833333333335,21.46666666666667,23.652916666666666,59.15416666666667,1.93875,1008.7541666666666,56.17083333333333,5310,56.17083333333333,10,6,440811,District_B,480000,140,6.0,Medium
CityB,2025-10-04,28.992083333333337,33.92541666666667,21.71291666666667,29.27416666666667,0.27779166666666666,22.325,24.15041666666667,57.762499999999996,1.9349999999999998,1009.6291666666666,55.824999999999996,5220,55.824999999999996,11,6,496654,District_B,480000,140,6.0,Medium
CityB,2025-10-05,27.913749999999997,32.443333333333335,21.337500000000002,30.115416666666665,0.28733333333333333,21.495833333333334,23.972916666666666,59.737500000000004,1.85375,1010.0333333333333,54.262499999999996,5475,54.262499999999996,11,6,504515,District_B,480000,140,3.0,Medium
CityB,2025-10-06,27.38083333333333,32.23625,21.54375,31.61791666666667,0.29483333333333334,21.216666666666665,24.022499999999997,60.583333333333336,1.99125,1009.6583333333333,52.49166666666667,5419,52.49166666666667,6,3,510128,District_B,480000,140,5.0,Low
CityB,2025-10-07,25.92958333333333,30.983333333333334,21.28125,29.892083333333332,0.294125,20.266666666666666,24.144166666666667,58.30416666666667,1.9729166666666667,1009.4708333333333,53.19583333333333,4993,53.19583333333333,9,5,503280,District_B,480000,140,6.0,Low
CityB,2025-10-08,27.63625,32.64416666666667,21.624583333333334,29.507499999999997,0.30624999999999997,21.416666666666668,23.6525,60.15,2.064583333333333,1009.4291666666667,54.67916666666667,5142,54.67916666666667,10,6,508791,District_B,480000,140,7.0,Medium
CityB,2025-10-09,29.40041666666667,34.82833333333333,21.857916666666668,29.747500000000002,0.289125,22.683333333333334,24.092916666666667,60.43333333333334,2.0995833333333334,1010.0666666666666,57.6,5109,57.6,12,7,452628,District_B,480000,140,5.0,Medium
CityB,2025-10-10,27.955416666666665,34.125,20.206666666666667,30.882499999999997,0.309,21.675,24.170833333333334,59.800000000000004,1.9295833333333334,1011.0916666666667,53.44583333333333,5212,53.44583333333333,9,5,498739,District_B,480000,140,5.0,Low
CityB,2025-10-11,28.050416666666667,32.19958333333333,22.023750000000003,31.37625,0.29054166666666664,21.59583333333333,23.319999999999997,60.041666666666664,1.76375,1008.7375000000001,56.925000000000004,4956,56.925000000000004,9,5,486593,District_B,480000,140,6.0,Low
CityB,2025-10-12,27.549166666666665,32.66291666666667,21.610416666666666,29.13416666666667,0.3065,21.383333333333336,24.135833333333334,59.63333333333333,2.0191666666666666,1008.7458333333334,53.07083333333333,5200,53.07083333333333,10,6,500708,District_B,480000,140,4.0,Medium
CityB,2025-10-13,27.238333333333333,32.21125,21.27958333333333,30.634583333333335,0.2939583333333333,21.116666666666667,23.989166666666666,64.04166666666667,1.8879166666666667,1011.1625,56.02916666666667,5081,56.02916666666667,7,4,512394,District_B,480000,140,4.0,Low
CityB,2025-10-14,27.06833333333333,31.22583333333333,23.805833333333336,31.154583333333335,0.3117916666666667,21.120833333333334,24.459166666666665,58.45416666666667,2.006666666666667,1009.1708333333332,57.166666666666664,5037,57.166666666666664,9,4,506040,District_B,480000,140,4.0,Low
CityB,2025-10-15,28.715416666666666,34.22708333333333,20.3725,28.074583333333333,0.28175,22.09583333333333,23.90416666666667,58.8375,1.83625,1010.0041666666666,52.791666666666664,5395,52.791666666666664,8,4,498434,District_B,480000,140,7.0,Low
CityB,2025-10-16,28.618333333333336,33.134166666666665,21.766666666666666,30.025000000000002,0.28554166666666664,22.016666666666666,23.784583333333334,59.1875,2.07875,1009.4791666666666,54.208333333333336,5166,54.208333333333336,12,7,497786,District_B,480000,140,4.0,Medium
CityB,2025-10-17,27.09125,32.3925,21.57166666666667,30.854583333333334,0.2997083333333333,21.099999999999998,24.361666666666665,58.5625,1.8641666666666667,1009.7916666666666,55.76666666666667,5378,55.76666666666667,8,4,499977,District_B,480000,140,6.0,Low
CityB,2025-10-18,26.525833333333335,31.9225,18.985,29.46875,0.309375,20.479166666666668,24.19541666666667,60.5625,2.1370833333333334,1010.1916666666666,54.26666666666667,5422,54.26666666666667,11,6,483758,District_B,480000,140,5.0,Medium
CityB,2025-10-19,27.557916666666667,31.97458333333333,20.811666666666667,29.865,0.2982916666666667,21.183333333333334,24.567916666666665,59.4375,1.9408333333333332,1010.4,56.00416666666666,5189,56.00416666666666,9,5,499575,District_B,480000,140,4.0,Low
CityB,2025-10-20,27.432083333333335,31.525833333333335,21.403750000000002,30.74083333333333,0.30212500000000003,21.120833333333334,24.27208333333333,57.85833333333333,2.0254166666666666,1011.2541666666666,54.637499999999996,5220,54.637499999999996,9,4,498291,District_B,480000,140,7.0,Low
CityB,2025-10-21,28.267083333333332,33.918749999999996,20.938333333333333,29.529583333333335,0.30183333333333334,21.883333333333336,23.70125,59.525,2.125,1010.1333333333333,54.975,4940,54.975,11,7,519688,District_B,480000,140,5.0,Medium
CityB,2025-10-22,28.41333333333333,33.69166666666667,20.105,28.972916666666666,0.28770833333333334,21.837500000000002,24.212083333333336,60.17083333333333,2.0029166666666667,1009.9833333333332,53.07916666666667,4754,53.07916666666667,9,5,524860,District_B,480000,140,5.0,Low
CityB,2025-10-23,27.48125,32.97708333333333,20.198333333333334,30.481666666666666,0.29191666666666666,21.258333333333333,24.5325,59.3375,2.1054166666666667,1011.0333333333333,54.98333333333333,5683,54.98333333333333,9,5,499418,District_B,480000,140,3.0,Low
CityB,2025-10-24,27.826666666666668,32.72958333333333,23.472083333333334,29.817083333333333,0.30212500000000003,21.724999999999998,24.521666666666665,62.9125,2.0433333333333334,1009.5166666666668,54.199999999999996,4863,54.199999999999996,5,3,519325,District_B,480000,140,4.0,Low
CityB,2025-10-25,27.778333333333332,33.027499999999996,21.191666666666666,31.112916666666667,0.31083333333333335,21.525000000000002,24.015,59.52916666666667,2.06375,1010.475,56.775,5194,56.775,9,4,530431,District_B,480000,140,5.0,Low
CityB,2025-10-26,27.809166666666666,32.330416666666665,21.067916666666665,29.471666666666668,0.30158333333333337,21.40416666666667,24.84,60.4375,2.00125,1010.7833333333333,55.94583333333333,5072,55.94583333333333,9,5,508977,District_B,480000,140,9.0,Low
CityB,2025-10-27,29.572083333333335,33.85666666666666,21.544166666666666,28.775833333333335,0.3095,22.579166666666666,24.286666666666665,58.90833333333333,1.8995833333333334,1011.0416666666666,55.53333333333333,5202,55.53333333333333,15,9,503565,District_B,480000,140,6.0,Medium
CityB,2025-10-28,28.67958333333333,32.720416666666665,20.852083333333333,30.740416666666665,0.30666666666666664,21.875,24.363333333333333,60.78333333333333,1.8970833333333335,1010.0958333333333,54.337500000000006,4738,54.337500000000006,10,6,510546,District_B,480000,140,6.0,Medium
CityB,2025-10-29,28.77416666666667,33.420833333333334,21.711250000000003,30.050416666666667,0.2974583333333333,22.120833333333334,24.034166666666668,58.0,1.9241666666666666,1010.9958333333334,55.699999999999996,5180,55.699999999999996,11,6,510717,District_B,480000,140,,Medium
CityC,2025-08-01,10.990833333333333,14.534999999999998,20.829583333333332,30.269583333333333,0.306875,9.920833333333333,26.01,57.85,1.90125,1009.1,37.72083333333334,5571,37.72083333333334,16,9,492930,District_C,500000,130,6.0,Medium
CityC,2025-08-02,10.342916666666666,15.206666666666665,21.129583333333333,28.970416666666665,0.303375,9.820833333333333,25.37875,60.475,1.9379166666666665,1008.9583333333334,40.012499999999996,5355,40.012499999999996,12,6,484618,District_C,500000,130,8.0,Medium
CityC,2025-08-03,12.881666666666668,17.83875,20.644166666666667,29.71291666666667,0.3004583333333333,11.479166666666666,25.93041666666667,59.6875,2.0933333333333333,1010.9833333333332,36.28333333333333,4907,36.28333333333333,15,8,490366,District_C,500000,130,8.0,Medium
CityC,2025-08-04,12.005,17.14875,21.270833333333332,28.78833333333333,0.295375,10.987499999999999,25.11916666666667,59.35,2.1879166666666667,1009.9833333333332,39.574999999999996,5474,39.574999999999996,14,8,525656,District_C,500000,130,7.0,Medium
CityC,2025-08-05,10.164166666666667,14.734166666666667,20.935416666666665,29.25,0.300625,9.608333333333333,25.478333333333335,60.99583333333334,1.8920833333333331,1011.0,36.479166666666664,5347,36.479166666666664,14,7,518111,District_C,500000,130,7.0,Medium
CityC,2025-08-06,10.625833333333334,16.079166666666666,20.909583333333334,28.560000000000002,0.2999583333333333,10.079166666666667,25.68875,60.05833333333334,1.95875,1009.6458333333334,36.65833333333333,5457,36.65833333333333,13,7,502878,District_C,500000,130,6.0,Medium
CityC,2025-08-07,10.31,15.086666666666666,21.602500000000003,29.911666666666665,0.28950000000000004,9.829166666666667,25.425416666666667,60.94166666666666,1.9541666666666666,1010.5041666666666,36.829166666666666,5250,36.829166666666666,13,6,494774,District_C,500000,130,6.0,Medium
CityC,2025-08-08,12.964583333333332,19.361250000000002,21.03708333333333,31.662916666666664,0.30441666666666667,11.8125,25.396666666666665,60.03333333333333,1.9133333333333333,1010.8958333333334,37.975,4952,37.975,12,6,493358,District_C,500000,130,8.0,Medium
CityC,2025-08-09,10.232916666666666,15.204583333333334,20.90458333333333,28.921666666666667,0.307875,9.637500000000001,25.575833333333335,60.6875,2.0520833333333335,1009.8458333333333,39.57083333333333,5176,39.57083333333333,12,8,469126,District_C,500000,130,6.0,Medium
CityC,2025-08-10,12.085416666666667,17.275833333333335,21.2825,31.4975,0.31516666666666665,10.950000000000001,25.612916666666667,60.12916666666666,1.8283333333333334,1009.1999999999999,39.454166666666666,4952,39.454166666666666,12,6,481159,District_C,500000,130,11.0,Medium
CityC,2025-08-11,12.740416666666667,17.89875,21.005,29.674583333333334,0.300875,11.4625,25.33791666666667,60.29583333333333,1.9583333333333333,1009.2916666666666,38.6625,5213,38.6625,16,11,485249,District_C,500000,130,9.0,Medium
CityC,2025-08-12,10.544583333333334,14.65875,21.351250000000004,31.174166666666668,0.28783333333333333,9.854166666666666,26.155416666666667,60.25416666666667,2.08625,1010.2291666666666,36.666666666666664,5150,36.666666666666664,15,9,507126,District_C,500000,130,7.0,Medium
CityC,2025-08-13,9.805833333333334,14.886666666666668,20.902916666666666,30.120833333333334,0.30020833333333335,9.470833333333333,25.477500000000003,61.43333333333334,1.9779166666666665,1010.6666666666666,35.625,5464,35.625,12,7,519847,District_C,500000,130,6.0,Medium
CityC,2025-08-14,11.905833333333334,16.429583333333333,21.230833333333333,29.3625,0.31079166666666663,10.804166666666667,25.765416666666667,60.275,1.99,1009.5166666666668,38.6875,5669,38.6875,13,6,514553,District_C,500000,130,9.0,Medium
CityC,2025-08-15,12.256666666666668,16.793333333333333,21.357083333333335,29.989166666666666,0.31879166666666664,11.029166666666667,24.945833333333336,60.62916666666666,2.0233333333333334,1009.4166666666666,35.69166666666667,5036,35.69166666666667,16,9,488953,District_C,500000,130,9.0,Medium
CityC,2025-08-16,10.891666666666666,14.51,20.665,31.238333333333333,0.3015833333333333,9.7875,25.5575,61.75416666666666,2.1266666666666665,1008.475,39.416666666666664,5243,39.416666666666664,14,9,489586,District_C,500000,130,8.0,Medium
CityC,2025-08-17,9.805833333333334,14.750416666666666,22.269583333333333,30.095416666666665,0.30020833333333335,9.5875,25.407083333333333,59.1,1.9483333333333333,1011.1374999999999,38.112500000000004,5762,38.112500000000004,13,8,477671,District_C,500000,130,8.0,Medium
CityC,2025-08-18,11.68125,16.174583333333334,20.44125,29.303749999999997,0.2987083333333333,10.583333333333334,25.767083333333332,59.262499999999996,1.8779166666666667,1010.1916666666666,36.80833333333333,5168,36.80833333333333,14,8,506173,District_C,500000,130,7.0,Medium
CityC,2025-08-19,12.652916666666668,17.347083333333334,20.41541666666667,30.597916666666666,0.31,11.225,25.41416666666667,63.725,2.0124999999999997,1010.4541666666668,39.045833333333334,5118,39.045833333333334,12,7,513217,District_C,500000,130,7.0,Medium
CityC,2025-08-20,12.195833333333333,18.199166666666667,19.75583333333333,31.50708333333333,0.31187499999999996,11.095833333333333,25.71166666666667,60.887499999999996,1.9716666666666667,1009.2958333333335,36.85,5062,36.85,13,7,486818,District_C,500000,130,8.0,Medium
CityC,2025-08-21,11.609166666666667,16.269166666666667,22.602500000000003,30.162499999999998,0.3075,10.775,25.50708333333333,58.0875,2.075416666666667,1009.3166666666666,35.916666666666664,5214,35.916666666666664,15,8,483471,District_C,500000,130,5.0,Medium
CityC,2025-08-22,10.561666666666666,14.808750000000002,22.456666666666667,29.636666666666667,0.29833333333333334,9.995833333333334,25.581666666666667,61.00833333333333,1.9262499999999998,1009.6625,39.40833333333333,4691,39.40833333333333,9,5,495614,District_C,500000,130,8.0,Low
CityC,2025-08-23,12.2325,16.883333333333333,21.445833333333336,31.425,0.30354166666666665,11.045833333333334,25.640416666666667,59.89166666666667,2.0416666666666665,1010.4333333333333,39.22083333333333,5312,39.22083333333333,13,8,498878,District_C,500000,130,6.0,Medium
CityC,2025-08-24,11.237499999999999,15.968333333333334,20.611666666666668,28.866666666666664,0.308875,10.241666666666665,25.149583333333336,58.7875,2.120416666666667,1009.875,38.0,4958,38.0,11,6,468082,District_C,500000,130,9.0,Medium
CityC,2025-08-25,12.045416666666666,16.402083333333334,21.404583333333335,29.88291666666667,0.3060833333333333,10.866666666666667,25.25583333333333,61.17083333333333,2.0725000000000002,1010.225,38.42916666666667,4935,38.42916666666667,16,9,485565,District_C,500000,130,7.0,Medium
CityC,2025-08-26,11.035416666666668,15.615,21.909583333333334,30.675,0.30454166666666665,10.283333333333333,25.4225,59.137499999999996,2.09375,1010.9916666666667,37.47083333333333,5469,37.47083333333333,14,7,526944,District_C,500000,130,7.0,Medium
CityC,2025-08-27,11.58625,16.165833333333335,20.362916666666667,30.762083333333333,0.30183333333333334,10.4625,25.609583333333333,60.416666666666664,2.0004166666666667,1010.4708333333333,39.8,5302,39.8,11,7,500116,District_C,500000,130,4.0,Medium
CityC,2025-08-28,10.299166666666666,13.721666666666666,20.462500000000002,29.08375,0.292375,9.4375,25.3175,58.71666666666667,2.0783333333333336,1011.0124999999999,37.12083333333333,5046,37.12083333333333,8,4,497480,District_C,500000,130,7.0,Low
CityC,2025-08-29,10.2825,14.055,21.177083333333332,29.88625,0.30254166666666665,9.6,25.522499999999997,63.020833333333336,1.95,1010.2458333333334,38.699999999999996,4989,38.699999999999996,13,7,505871,District_C,500000,130,4.0,Medium
CityC,2025-08-30,12.538333333333334,18.43375,21.6825,29.729166666666668,0.3117083333333333,11.504166666666668,25.645833333333332,60.43333333333334,1.9404166666666667,1009.9791666666666,40.483333333333334,5096,40.483333333333334,8,4,472338,District_C,500000,130,7.0,Low
CityC,2025-08-31,11.375833333333333,17.21125,20.285416666666666,29.505,0.2871666666666667,10.575000000000001,25.542916666666667,58.26666666666667,1.9087500000000002,1010.0708333333333,35.07083333333333,5172,35.07083333333333,15,7,533135,District_C,500000,130,6.0,Medium
CityC,2025-09-01,11.41375,16.773333333333333,21.7775,30.722083333333334,0.309,10.612499999999999,25.392916666666665,62.19583333333333,1.9970833333333333,1009.7916666666666,37.300000000000004,5043,37.300000000000004,11,6,528303,District_C,500000,130,8.0,Medium
CityC,2025-09-02,12.011249999999999,16.587083333333332,20.955416666666668,30.77333333333333,0.29712500000000003,10.862499999999999,25.647499999999997,59.225,1.8475,1010.5124999999999,37.35,5090,37.35,13,8,500150,District_C,500000,130,8.0,Medium
CityC,2025-09-03,9.605416666666667,14.810833333333333,21.480833333333333,31.261666666666667,0.2969583333333333,9.408333333333333,25.964166666666667,58.854166666666664,2.0308333333333333,1010.3000000000001,36.112500000000004,5391,36.112500000000004,13,8,495836,District_C,500000,130,8.0,Medium
CityC,2025-09-04,12.277916666666668,17.775833333333335,20.899583333333332,30.7325,0.299375,11.1875,25.332083333333333,60.762499999999996,2.0524999999999998,1010.3333333333334,36.824999999999996,5383,36.824999999999996,16,8,496885,District_C,500000,130,7.0,Medium
CityC,2025-09-05,13.265,18.20625,20.931250000000002,30.822083333333335,0.3007083333333333,11.75,25.853333333333335,58.07083333333333,2.160416666666667,1010.1,37.9,5010,37.9,15,7,490367,District_C,500000,130,4.0,Medium
CityC,2025-09-06,9.759583333333333,15.258333333333333,22.02625,28.979166666666668,0.2972916666666667,9.6,25.754166666666666,59.791666666666664,1.8445833333333335,1009.8541666666666,37.9625,5040,37.9625,8,4,498707,District_C,500000,130,5.0,Low
