timestamp,city,lat,lon,pm25,pm10,no2,o3,co,aqi_est
2025-09-11T03:00:00,CityA,-1.2921,36.8219,22.75,29.22,18.17,43.3,0.318,18.1
2025-09-11T04:00:00,CityA,-1.2921,36.8219,20.98,27.99,24.24,37.92,0.324,17.6
2025-09-11T05:00:00,CityA,-1.2921,36.8219,25.72,27.31,19.39,40.34,0.294,19.4
2025-09-11T06:00:00,CityA,-1.2921,36.8219,30.24,34.06,18.69,42.16,0.311,22.7
2025-09-11T07:00:00,CityA,-1.2921,36.8219,24.01,32.11,27.25,34.09,0.159,20.1
2025-09-11T08:00:00,CityA,-1.2921,36.8219,22.8,31.72,21.71,32.17,0.322,18.9
2025-09-11T09:00:00,CityA,-1.2921,36.8219,13.55,17.02,34.56,45.87,0.315,13.1
2025-09-11T10:00:00,CityA,-1.2921,36.8219,19.1,21.22,20.58,35.4,0.393,15.1
2025-09-11T11:00:00,CityA,-1.2921,36.8219,27.38,32.64,18.66,47.14,0.331,21.0
2025-09-11T12:00:00,CityA,-1.2921,36.8219,17.89,22.22,16.49,17.98,0.316,14.3
2025-09-11T13:00:00,CityA,-1.2921,36.8219,28.85,28.96,20.22,24.39,0.326,21.3
2025-09-11T14:00:00,CityA,-1.2921,36.8219,17.87,18.79,16.08,21.85,0.367,13.7
2025-09-11T15:00:00,CityA,-1.2921,36.8219,24.17,28.23,24.91,23.48,0.284,19.3
2025-09-11T16:00:00,CityA,-1.2921,36.8219,17.19,23.05,17.78,23.18,0.339,14.2
2025-09-11T17:00:00,CityA,-1.2921,36.8219,17.05,22.18,21.98,25.61,0.297,14.4
2025-09-11T18:00:00,CityA,-1.2921,36.8219,13.87,19.43,13.62,20.95,0.176,11.5
2025-09-11T19:00:00,CityA,-1.2921,36.8219,8.03,7.55,24.19,22.34,0.237,7.7
2025-09-11T20:00:00,CityA,-1.2921,36.8219,19.36,27.33,22.03,22.13,0.312,16.4
2025-09-11T21:00:00,CityA,-1.2921,36.8219,22.21,25.8,20.12,23.06,0.219,17.4
2025-09-11T22:00:00,CityA,-1.2921,36.8219,23.32,34.49,16.5,30.81,0.258,19.1
2025-09-11T23:00:00,CityA,-1.2921,36.8219,20.61,30.13,17.92,27.86,0.21,17.1
2025-09-12T00:00:00,CityA,-1.2921,36.8219,17.92,17.2,21.72,34.16,0.289,14.0
2025-09-12T01:00:00,CityA,-1.2921,36.8219,23.96,27.98,22.96,32.72,0.201,18.9
2025-09-12T02:00:00,CityA,-1.2921,36.8219,28.44,32.27,14.92,31.81,0.205,21.1
2025-09-12T03:00:00,CityA,-1.2921,36.8219,18.52,23.95,20.91,37.19,0.3,15.3
2025-09-12T04:00:00,CityA,-1.2921,36.8219,22.1,26.94,18.25,28.8,0.261,17.4
2025-09-12T05:00:00,CityA,-1.2921,36.8219,30.51,40.28,22.61,45.45,0.304,24.2
2025-09-12T06:00:00,CityA,-1.2921,36.8219,34.95,46.11,13.07,39.11,0.304,26.5
2025-09-12T07:00:00,CityA,-1.2921,36.8219,23.95,30.42,30.16,34.05,0.299,20.1
2025-09-12T08:00:00,CityA,-1.2921,36.8219,31.59,37.14,32.51,35.54,0.323,25.2
2025-09-12T09:00:00,CityA,-1.2921,36.8219,18.73,22.23,29.59,29.28,0.258,16.0
2025-09-12T10:00:00,CityA,-1.2921,36.8219,25.3,30.69,23.23,31.0,0.303,20.1
2025-09-12T11:00:00,CityA,-1.2921,36.8219,19.17,26.29,24.76,34.49,0.353,16.4
2025-09-12T12:00:00,CityA,-1.2921,36.8219,21.4,28.82,20.3,24.88,0.312,17.5
2025-09-12T13:00:00,CityA,-1.2921,36.8219,14.97,26.98,18.66,31.15,0.299,13.8
2025-09-12T14:00:00,CityA,-1.2921,36.8219,12.57,11.87,23.0,33.75,0.263,10.6
2025-09-12T15:00:00,CityA,-1.2921,36.8219,9.42,13.44,16.25,21.09,0.331,8.6
2025-09-12T16:00:00,CityA,-1.2921,36.8219,16.65,19.17,22.35,26.41,0.283,13.8
2025-09-12T17:00:00,CityA,-1.2921,36.8219,17.1,23.66,21.7,22.48,0.372,14.7
2025-09-12T18:00:00,CityA,-1.2921,36.8219,19.15,22.8,18.22,19.21,0.332,15.2
2025-09-12T19:00:00,CityA,-1.2921,36.8219,13.29,17.02,24.23,23.23,0.36,11.9
2025-09-12T20:00:00,CityA,-1.2921,36.8219,20.9,22.37,19.59,28.02,0.239,16.1
2025-09-12T21:00:00,CityA,-1.2921,36.8219,19.8,24.68,12.98,24.94,0.258,15.3
2025-09-12T22:00:00,CityA,-1.2921,36.8219,12.9,17.93,12.28,22.63,0.428,10.7
2025-09-12T23:00:00,CityA,-1.2921,36.8219,23.19,25.55,25.62,22.97,0.272,18.4
2025-09-13T00:00:00,CityA,-1.2921,36.8219,15.49,21.26,25.47,25.0,0.197,13.8
2025-09-13T01:00:00,CityA,-1.2921,36.8219,27.99,37.65,12.02,34.37,0.311,21.5
2025-09-13T02:00:00,CityA,-1.2921,36.8219,19.8,20.62,23.97,34.9,0.313,15.7
2025-09-13T03:00:00,CityA,-1.2921,36.8219,21.66,24.26,10.18,34.52,0.372,15.9
2025-09-13T04:00:00,CityA,-1.2921,36.8219,21.12,21.55,21.74,40.03,0.271,16.3
2025-09-13T05:00:00,CityA,-1.2921,36.8219,24.32,30.11,19.38,42.73,0.422,19.1
2025-09-13T06:00:00,CityA,-1.2921,36.8219,17.69,26.38,20.42,44.94,0.336,15.3
2025-09-13T07:00:00,CityA,-1.2921,36.8219,26.37,33.65,28.42,33.86,0.341,21.6
2025-09-13T08:00:00,CityA,-1.2921,36.8219,21.34,28.27,30.12,25.28,0.271,18.4
2025-09-13T09:00:00,CityA,-1.2921,36.8219,26.45,30.23,19.81,42.26,0.308,20.2
2025-09-13T10:00:00,CityA,-1.2921,36.8219,25.95,29.54,22.13,43.17,0.263,20.1
2025-09-13T11:00:00,CityA,-1.2921,36.8219,30.87,37.06,16.52,43.13,0.32,23.3
2025-09-13T12:00:00,CityA,-1.2921,36.8219,24.62,28.81,16.81,30.84,0.379,18.8
2025-09-13T13:00:00,CityA,-1.2921,36.8219,18.39,23.31,25.83,26.43,0.326,15.7
2025-09-13T14:00:00,CityA,-1.2921,36.8219,23.12,27.53,21.24,29.31,0.28,18.3
2025-09-13T15:00:00,CityA,-1.2921,36.8219,21.78,25.14,17.3,16.71,0.275,16.8
2025-09-13T16:00:00,CityA,-1.2921,36.8219,12.83,16.63,22.45,14.44,0.201,11.4
2025-09-13T17:00:00,CityA,-1.2921,36.8219,12.66,19.04,21.16,18.45,0.358,11.6
2025-09-13T18:00:00,CityA,-1.2921,36.8219,12.94,19.33,18.55,17.66,0.27,11.5
2025-09-13T19:00:00,CityA,-1.2921,36.8219,20.08,26.16,23.87,24.08,0.219,16.8
2025-09-13T20:00:00,CityA,-1.2921,36.8219,27.48,33.6,22.06,21.19,0.356,21.5
2025-09-13T21:00:00,CityA,-1.2921,36.8219,12.24,19.06,11.68,27.73,0.246,10.5
2025-09-13T22:00:00,CityA,-1.2921,36.8219,20.12,29.19,23.29,32.12,0.356,17.3
2025-09-13T23:00:00,CityA,-1.2921,36.8219,17.32,24.12,13.1,24.49,0.37,14.0
2025-09-14T00:00:00,CityA,-1.2921,36.8219,19.31,18.71,28.05,32.81,0.338,15.6
2025-09-14T01:00:00,CityA,-1.2921,36.8219,17.63,23.48,21.03,27.96,0.292,14.8
2025-09-14T02:00:00,CityA,-1.2921,36.8219,16.23,20.19,23.9,30.27,0.395,13.9
2025-09-14T03:00:00,CityA,-1.2921,36.8219,17.59,21.81,17.37,34.76,0.369,14.2
2025-09-14T04:00:00,CityA,-1.2921,36.8219,20.64,24.29,22.62,37.39,0.309,16.6
2025-09-14T05:00:00,CityA,-1.2921,36.8219,21.24,26.02,24.53,29.68,0.265,17.4
2025-09-14T06:00:00,CityA,-1.2921,36.8219,17.16,23.77,24.9,37.08,0.25,15.0
2025-09-14T07:00:00,CityA,-1.2921,36.8219,21.18,25.29,28.8,42.29,0.267,17.7
2025-09-14T08:00:00,CityA,-1.2921,36.8219,27.74,31.83,27.02,35.28,0.317,21.9
2025-09-14T09:00:00,CityA,-1.2921,36.8219,29.35,33.59,25.18,40.66,0.255,22.8
2025-09-14T10:00:00,CityA,-1.2921,36.8219,25.04,29.97,19.37,31.57,0.331,19.5
2025-09-14T11:00:00,CityA,-1.2921,36.8219,4.62,13.03,16.35,34.11,0.318,6.1
2025-09-14T12:00:00,CityA,-1.2921,36.8219,27.61,33.2,16.68,21.98,0.283,21.0
2025-09-14T13:00:00,CityA,-1.2921,36.8219,10.15,13.27,18.83,24.48,0.302,9.2
2025-09-14T14:00:00,CityA,-1.2921,36.8219,17.56,21.57,10.3,19.53,0.332,13.4
2025-09-14T15:00:00,CityA,-1.2921,36.8219,21.72,21.21,16.74,29.7,0.264,16.1
2025-09-14T16:00:00,CityA,-1.2921,36.8219,16.35,25.67,18.55,20.55,0.292,14.3
2025-09-14T17:00:00,CityA,-1.2921,36.8219,25.67,32.01,20.08,19.65,0.327,20.2
2025-09-14T18:00:00,CityA,-1.2921,36.8219,19.53,21.32,22.75,21.24,0.301,15.6
2025-09-14T19:00:00,CityA,-1.2921,36.8219,11.99,15.79,15.88,16.88,0.319,10.2
2025-09-14T20:00:00,CityA,-1.2921,36.8219,15.13,16.23,28.71,17.45,0.355,13.1
2025-09-14T21:00:00,CityA,-1.2921,36.8219,10.32,16.69,19.0,21.2,0.31,9.8
2025-09-14T22:00:00,CityA,-1.2921,36.8219,19.05,21.61,16.57,18.13,0.315,14.8
2025-09-14T23:00:00,CityA,-1.2921,36.8219,13.67,18.69,22.37,28.97,0.264,12.2
2025-09-15T00:00:00,CityA,-1.2921,36.8219,25.78,29.56,14.66,28.58,0.329,19.3
2025-09-15T01:00:00,CityA,-1.2921,36.8219,19.16,26.79,16.92,28.9,0.248,15.7
2025-09-15T02:00:00,CityA,-1.2921,36.8219,27.15,32.0,16.08,32.02,0.146,20.5
2025-09-15T03:00:00,CityA,-1.2921,36.8219,28.66,33.15,10.38,28.37,0.279,20.9
2025-09-15T04:00:00,CityA,-1.2921,36.8219,19.0,26.38,21.67,38.73,0.17,16.1
2025-09-15T05:00:00,CityA,-1.2921,36.8219,23.44,26.35,16.18,35.65,0.244,17.7
2025-09-15T06:00:00,CityA,-1.2921,36.8219,27.31,34.61,22.72,37.31,0.4,21.7
2025-09-15T07:00:00,CityA,-1.2921,36.8219,31.77,36.46,28.07,44.42,0.35,24.8
2025-09-15T08:00:00,CityA,-1.2921,36.8219,18.51,26.77,29.38,32.62,0.201,16.7
2025-09-15T09:00:00,CityA,-1.2921,36.8219,23.43,28.39,36.35,40.44,0.271,20.1
2025-09-15T10:00:00,CityA,-1.2921,36.8219,25.68,33.16,20.34,31.06,0.273,20.4
2025-09-15T11:00:00,CityA,-1.2921,36.8219,24.46,30.7,18.83,18.97,0.235,19.2
2025-09-15T12:00:00,CityA,-1.2921,36.8219,24.33,22.94,24.74,35.18,0.302,18.5
2025-09-15T13:00:00,CityA,-1.2921,36.8219,22.93,29.52,19.53,21.06,0.348,18.3
2025-09-15T14:00:00,CityA,-1.2921,36.8219,25.77,27.15,14.35,25.32,0.269,18.8
2025-09-15T15:00:00,CityA,-1.2921,36.8219,18.43,27.05,11.02,32.25,0.28,14.8
2025-09-15T16:00:00,CityA,-1.2921,36.8219,19.46,26.32,22.94,23.38,0.315,16.4
2025-09-15T17:00:00,CityA,-1.2921,36.8219,17.85,20.96,12.97,16.18,0.295,13.7
2025-09-15T18:00:00,CityA,-1.2921,36.8219,12.3,14.95,27.2,26.29,0.287,11.4
2025-09-15T19:00:00,CityA,-1.2921,36.8219,19.77,23.51,20.44,24.48,0.279,15.8
2025-09-15T20:00:00,CityA,-1.2921,36.8219,13.48,22.15,22.46,11.8,0.267,12.7
2025-09-15T21:00:00,CityA,-1.2921,36.8219,13.79,16.93,23.45,24.44,0.231,12.1
2025-09-15T22:00:00,CityA,-1.2921,36.8219,16.82,23.45,19.12,22.78,0.317,14.2
2025-09-15T23:00:00,CityA,-1.2921,36.8219,28.03,34.42,25.2,25.04,0.3,22.3
2025-09-16T00:00:00,CityA,-1.2921,36.8219,21.09,26.45,21.76,25.41,0.332,17.1
2025-09-16T01:00:00,CityA,-1.2921,36.8219,14.39,15.38,28.54,29.52,0.336,12.6
2025-09-16T02:00:00,CityA,-1.2921,36.8219,32.23,30.28,24.5,37.24,0.382,23.6
2025-09-16T03:00:00,CityA,-1.2921,36.8219,18.86,28.22,17.04,40.93,0.298,15.8
2025-09-16T04:00:00,CityA,-1.2921,36.8219,29.42,34.57,12.64,21.33,0.31,21.7
2025-09-16T05:00:00,CityA,-1.2921,36.8219,24.75,30.94,18.99,47.82,0.312,19.4
2025-09-16T06:00:00,CityA,-1.2921,36.8219,24.0,30.01,18.29,38.46,0.239,18.8
2025-09-16T07:00:00,CityA,-1.2921,36.8219,26.02,29.59,25.51,47.61,0.246,20.5
2025-09-16T08:00:00,CityA,-1.2921,36.8219,25.6,28.19,31.19,30.56,0.342,20.6
2025-09-16T09:00:00,CityA,-1.2921,36.8219,34.95,37.43,34.87,33.75,0.375,27.2
2025-09-16T10:00:00,CityA,-1.2921,36.8219,34.68,38.98,13.92,38.74,0.311,25.2
2025-09-16T11:00:00,CityA,-1.2921,36.8219,25.04,29.02,16.46,37.87,0.316,19.0
2025-09-16T12:00:00,CityA,-1.2921,36.8219,14.02,21.08,21.94,28.37,0.381,12.7
2025-09-16T13:00:00,CityA,-1.2921,36.8219,16.85,21.34,23.07,28.31,0.231,14.3
2025-09-16T14:00:00,CityA,-1.2921,36.8219,19.66,23.41,23.43,26.76,0.305,16.1
2025-09-16T15:00:00,CityA,-1.2921,36.8219,12.46,16.77,23.88,20.46,0.298,11.4
2025-09-16T16:00:00,CityA,-1.2921,36.8219,12.22,13.67,19.66,23.94,0.4,10.4
2025-09-16T17:00:00,CityA,-1.2921,36.8219,14.13,18.98,15.0,25.33,0.32,11.7
2025-09-16T18:00:00,CityA,-1.2921,36.8219,23.68,32.01,21.41,19.65,0.31,19.3
2025-09-16T19:00:00,CityA,-1.2921,36.8219,15.85,23.71,23.3,20.79,0.227,14.2
2025-09-16T20:00:00,CityA,-1.2921,36.8219,23.57,30.32,18.72,25.79,0.304,18.7
2025-09-16T21:00:00,CityA,-1.2921,36.8219,24.29,23.5,18.41,32.34,0.328,17.9
2025-09-16T22:00:00,CityA,-1.2921,36.8219,27.6,28.93,24.29,31.06,0.216,21.1
2025-09-16T23:00:00,CityA,-1.2921,36.8219,18.46,23.15,13.52,26.56,0.344,14.4
2025-09-17T00:00:00,CityA,-1.2921,36.8219,19.28,25.01,21.0,29.94,0.265,15.9
2025-09-17T01:00:00,CityA,-1.2921,36.8219,25.82,26.06,20.03,39.0,0.278,19.3
2025-09-17T02:00:00,CityA,-1.2921,36.8219,20.1,27.28,20.65,37.73,0.302,16.7
2025-09-17T03:00:00,CityA,-1.2921,36.8219,12.83,21.37,28.28,42.08,0.123,12.8
2025-09-17T04:00:00,CityA,-1.2921,36.8219,27.82,31.42,15.66,37.54,0.293,20.7
2025-09-17T05:00:00,CityA,-1.2921,36.8219,28.61,33.78,15.52,34.84,0.263,21.5
2025-09-17T06:00:00,CityA,-1.2921,36.8219,17.65,18.54,19.16,45.12,0.273,13.8
2025-09-17T07:00:00,CityA,-1.2921,36.8219,22.28,23.73,30.12,43.62,0.4,18.1
2025-09-17T08:00:00,CityA,-1.2921,36.8219,26.99,32.41,27.83,35.05,0.331,21.7
2025-09-17T09:00:00,CityA,-1.2921,36.8219,23.2,27.71,29.9,32.7,0.296,19.2
2025-09-17T10:00:00,CityA,-1.2921,36.8219,13.64,20.29,29.41,31.24,0.319,13.1
2025-09-17T11:00:00,CityA,-1.2921,36.8219,26.79,35.63,18.94,23.05,0.313,21.2
2025-09-17T12:00:00,CityA,-1.2921,36.8219,21.88,25.84,19.47,30.72,0.318,17.2
2025-09-17T13:00:00,CityA,-1.2921,36.8219,21.54,25.89,21.54,26.5,0.332,17.2
2025-09-17T14:00:00,CityA,-1.2921,36.8219,15.6,20.82,13.51,24.15,0.328,12.6
2025-09-17T15:00:00,CityA,-1.2921,36.8219,12.53,16.57,10.38,17.5,0.245,10.1
2025-09-17T16:00:00,CityA,-1.2921,36.8219,17.41,23.42,19.78,21.16,0.281,14.6
2025-09-17T17:00:00,CityA,-1.2921,36.8219,19.99,25.63,18.66,28.74,0.397,16.1
2025-09-17T18:00:00,CityA,-1.2921,36.8219,10.01,16.58,32.36,23.4,0.306,11.0
2025-09-17T19:00:00,CityA,-1.2921,36.8219,16.13,22.6,23.02,16.05,0.299,14.1
2025-09-17T20:00:00,CityA,-1.2921,36.8219,5.56,9.93,16.39,24.77,0.217,6.1
2025-09-17T21:00:00,CityA,-1.2921,36.8219,15.14,23.04,17.29,14.82,0.313,13.1
2025-09-17T22:00:00,CityA,-1.2921,36.8219,15.8,20.25,17.08,35.87,0.222,13.0
2025-09-17T23:00:00,CityA,-1.2921,36.8219,34.11,37.94,20.73,25.06,0.269,25.5
2025-09-18T00:00:00,CityA,-1.2921,36.8219,17.31,24.12,14.36,31.82,0.191,14.1
2025-09-18T01:00:00,CityA,-1.2921,36.8219,23.9,31.45,14.9,35.46,0.303,18.7
2025-09-18T02:00:00,CityA,-1.2921,36.8219,31.73,34.16,31.26,22.05,0.284,24.7
2025-09-18T03:00:00,CityA,-1.2921,36.8219,16.28,26.83,18.95,34.8,0.322,14.5
2025-09-18T04:00:00,CityA,-1.2921,36.8219,25.54,28.76,14.97,37.77,0.319,19.1
2025-09-18T05:00:00,CityA,-1.2921,36.8219,29.54,40.28,11.3,37.39,0.36,22.6
2025-09-18T06:00:00,CityA,-1.2921,36.8219,25.61,23.6,14.84,39.64,0.315,18.2
2025-09-18T07:00:00,CityA,-1.2921,36.8219,29.43,32.09,31.04,33.0,0.313,23.2
2025-09-18T08:00:00,CityA,-1.2921,36.8219,25.83,28.37,36.23,28.4,0.293,21.3
2025-09-18T09:00:00,CityA,-1.2921,36.8219,20.56,31.06,32.39,32.41,0.286,18.7
2025-09-18T10:00:00,CityA,-1.2921,36.8219,33.04,35.2,12.94,35.46,0.316,23.7
2025-09-18T11:00:00,CityA,-1.2921,36.8219,25.86,32.88,27.08,23.48,0.24,21.1
2025-09-18T12:00:00,CityA,-1.2921,36.8219,24.55,26.23,14.17,39.33,0.219,18.1
2025-09-18T13:00:00,CityA,-1.2921,36.8219,18.19,23.01,25.24,18.59,0.321,15.5
2025-09-18T14:00:00,CityA,-1.2921,36.8219,14.28,21.17,16.37,33.86,0.255,12.3
2025-09-18T15:00:00,CityA,-1.2921,36.8219,5.39,8.02,18.95,29.75,0.237,5.9
2025-09-18T16:00:00,CityA,-1.2921,36.8219,10.71,18.59,14.5,22.18,0.292,9.9
2025-09-18T17:00:00,CityA,-1.2921,36.8219,17.49,20.24,16.29,23.95,0.255,13.8
2025-09-18T18:00:00,CityA,-1.2921,36.8219,9.44,18.12,21.95,30.84,0.339,9.9
2025-09-18T19:00:00,CityA,-1.2921,36.8219,10.07,15.35,15.94,14.01,0.278,9.2
2025-09-18T20:00:00,CityA,-1.2921,36.8219,21.81,27.64,14.44,20.66,0.293,17.0
2025-09-18T21:00:00,CityA,-1.2921,36.8219,9.26,16.39,19.09,17.39,0.228,9.3
2025-09-18T22:00:00,CityA,-1.2921,36.8219,24.24,28.1,24.76,33.86,0.351,19.3
2025-09-18T23:00:00,CityA,-1.2921,36.8219,17.27,14.78,21.25,38.39,0.298,13.2
2025-09-19T00:00:00,CityA,-1.2921,36.8219,11.29,14.26,19.27,24.51,0.172,9.9
2025-09-19T01:00:00,CityA,-1.2921,36.8219,22.04,24.69,27.09,32.58,0.323,17.8
2025-09-19T02:00:00,CityA,-1.2921,36.8219,23.14,28.42,13.39,28.8,0.354,17.6
2025-09-19T03:00:00,CityA,-1.2921,36.8219,25.82,29.62,21.94,38.19,0.4,20.0
2025-09-19T04:00:00,CityA,-1.2921,36.8219,26.38,28.19,19.54,39.97,0.35,19.8
2025-09-19T05:00:00,CityA,-1.2921,36.8219,17.99,23.75,16.41,34.89,0.342,14.6
2025-09-19T06:00:00,CityA,-1.2921,36.8219,29.97,32.93,19.37,35.32,0.445,22.4
2025-09-19T07:00:00,CityA,-1.2921,36.8219,27.46,29.94,35.29,44.51,0.39,22.2
2025-09-19T08:00:00,CityA,-1.2921,36.8219,36.01,43.13,28.6,35.92,0.285,28.1
2025-09-19T09:00:00,CityA,-1.2921,36.8219,22.75,31.47,30.0,40.51,0.334,19.6
2025-09-19T10:00:00,CityA,-1.2921,36.8219,18.24,18.09,15.05,31.87,0.307,13.6
2025-09-19T11:00:00,CityA,-1.2921,36.8219,19.29,26.4,17.89,33.36,0.306,15.8
2025-09-19T12:00:00,CityA,-1.2921,36.8219,29.91,31.98,28.83,27.03,0.233,23.2
2025-09-19T13:00:00,CityA,-1.2921,36.8219,18.86,33.58,23.58,30.94,0.34,17.4
2025-09-19T14:00:00,CityA,-1.2921,36.8219,14.89,20.87,20.01,35.05,0.295,12.9
2025-09-19T15:00:00,CityA,-1.2921,36.8219,15.81,17.31,20.56,25.81,0.24,12.8
2025-09-19T16:00:00,CityA,-1.2921,36.8219,19.17,24.87,24.05,29.13,0.305,16.1
2025-09-19T17:00:00,CityA,-1.2921,36.8219,11.22,13.73,27.05,23.1,0.387,10.6
2025-09-19T18:00:00,CityA,-1.2921,36.8219,18.73,25.99,23.75,15.88,0.315,16.1
2025-09-19T19:00:00,CityA,-1.2921,36.8219,10.22,14.37,22.56,17.15,0.328,9.8
2025-09-19T20:00:00,CityA,-1.2921,36.8219,9.41,17.84,17.34,17.94,0.228,9.4
2025-09-19T21:00:00,CityA,-1.2921,36.8219,14.8,14.08,17.81,29.84,0.291,11.5
2025-09-19T22:00:00,CityA,-1.2921,36.8219,12.85,18.53,20.55,35.78,0.34,11.6
2025-09-19T23:00:00,CityA,-1.2921,36.8219,21.47,29.19,19.46,27.55,0.383,17.5
2025-09-20T00:00:00,CityA,-1.2921,36.8219,13.06,20.96,19.56,28.54,0.272,12.0
2025-09-20T01:00:00,CityA,-1.2921,36.8219,23.3,28.17,18.34,28.56,0.205,18.2
2025-09-20T02:00:00,CityA,-1.2921,36.8219,20.12,23.58,20.6,43.82,0.269,16.0
2025-09-20T03:00:00,CityA,-1.2921,36.8219,19.65,22.51,20.61,38.6,0.336,15.6
2025-09-20T04:00:00,CityA,-1.2921,36.8219,29.7,37.61,18.88,47.19,0.282,23.0
2025-09-20T05:00:00,CityA,-1.2921,36.8219,26.61,35.5,22.27,26.52,0.3,21.4
2025-09-20T06:00:00,CityA,-1.2921,36.8219,30.55,31.52,23.0,39.95,0.359,22.8
2025-09-20T07:00:00,CityA,-1.2921,36.8219,22.61,30.59,30.64,46.56,0.439,19.5
2025-09-20T08:00:00,CityA,-1.2921,36.8219,33.26,39.7,39.28,39.95,0.255,27.2
2025-09-20T09:00:00,CityA,-1.2921,36.8219,24.58,31.86,33.3,30.03,0.245,20.9
2025-09-20T10:00:00,CityA,-1.2921,36.8219,22.03,28.63,22.65,34.71,0.258,18.1
2025-09-20T11:00:00,CityA,-1.2921,36.8219,31.22,33.0,25.21,35.76,0.364,23.6
2025-09-20T12:00:00,CityA,-1.2921,36.8219,19.01,23.59,20.22,27.62,0.311,15.5
2025-09-20T13:00:00,CityA,-1.2921,36.8219,27.84,28.95,17.37,24.1,0.295,20.5
2025-09-20T14:00:00,CityA,-1.2921,36.8219,18.06,25.38,20.13,27.51,0.32,15.3
2025-09-20T15:00:00,CityA,-1.2921,36.8219,18.93,26.04,19.51,32.57,0.427,15.8
2025-09-20T16:00:00,CityA,-1.2921,36.8219,20.44,26.12,22.5,17.57,0.309,16.8
2025-09-20T17:00:00,CityA,-1.2921,36.8219,12.75,19.28,17.09,20.55,0.206,11.3
2025-09-20T18:00:00,CityA,-1.2921,36.8219,10.37,16.43,16.52,27.32,0.252,9.6
2025-09-20T19:00:00,CityA,-1.2921,36.8219,18.67,21.39,21.54,14.6,0.277,15.1
2025-09-20T20:00:00,CityA,-1.2921,36.8219,12.68,20.32,21.85,16.91,0.29,11.9
2025-09-20T21:00:00,CityA,-1.2921,36.8219,13.84,21.69,25.09,17.13,0.341,13.0
2025-09-20T22:00:00,CityA,-1.2921,36.8219,14.62,18.86,20.13,35.08,0.25,12.5
2025-09-20T23:00:00,CityA,-1.2921,36.8219,24.12,25.6,15.04,28.07,0.301,17.8
2025-09-21T00:00:00,CityA,-1.2921,36.8219,7.07,15.55,11.44,29.27,0.366,7.3
2025-09-21T01:00:00,CityA,-1.2921,36.8219,33.58,37.49,14.27,38.52,0.343,24.5
2025-09-21T02:00:00,CityA,-1.2921,36.8219,21.29,24.44,17.13,32.28,0.316,16.4
2025-09-21T03:00:00,CityA,-1.2921,36.8219,21.94,25.62,22.57,28.24,0.281,17.5
2025-09-21T04:00:00,CityA,-1.2921,36.8219,17.19,22.51,12.24,41.38,0.234,13.6
2025-09-21T05:00:00,CityA,-1.2921,36.8219,17.2,21.11,26.84,41.28,0.204,14.8
2025-09-21T06:00:00,CityA,-1.2921,36.8219,19.52,23.33,28.95,33.31,0.253,16.5
2025-09-21T07:00:00,CityA,-1.2921,36.8219,33.7,39.29,34.21,34.09,0.295,26.8
2025-09-21T08:00:00,CityA,-1.2921,36.8219,32.14,36.71,34.49,38.86,0.248,25.6
2025-09-21T09:00:00,CityA,-1.2921,36.8219,24.69,32.63,32.68,35.46,0.205,21.1
2025-09-21T10:00:00,CityA,-1.2921,36.8219,14.76,15.01,17.96,32.11,0.226,11.7
2025-09-21T11:00:00,CityA,-1.2921,36.8219,27.64,28.85,14.52,32.51,0.349,20.1
2025-09-21T12:00:00,CityA,-1.2921,36.8219,31.51,38.26,26.32,23.94,0.408,24.8
2025-09-21T13:00:00,CityA,-1.2921,36.8219,10.63,14.12,22.24,19.9,0.254,9.9
2025-09-21T14:00:00,CityA,-1.2921,36.8219,13.31,17.38,25.69,26.08,0.277,12.1
2025-09-21T15:00:00,CityA,-1.2921,36.8219,3.28,9.68,23.16,15.84,0.297,5.6
2025-09-21T16:00:00,CityA,-1.2921,36.8219,17.87,25.76,17.1,18.69,0.277,14.9
2025-09-21T17:00:00,CityA,-1.2921,36.8219,22.83,30.96,19.91,27.37,0.182,18.6
2025-09-21T18:00:00,CityA,-1.2921,36.8219,20.19,21.84,27.07,16.68,0.257,16.4
2025-09-21T19:00:00,CityA,-1.2921,36.8219,19.22,26.2,18.21,24.13,0.325,15.8
2025-09-21T20:00:00,CityA,-1.2921,36.8219,18.87,22.66,22.02,30.1,0.239,15.4
2025-09-21T21:00:00,CityA,-1.2921,36.8219,13.5,18.58,15.78,15.33,0.355,11.4
2025-09-21T22:00:00,CityA,-1.2921,36.8219,7.59,11.39,23.04,27.33,0.281,8.0
2025-09-21T23:00:00,CityA,-1.2921,36.8219,14.45,20.49,16.05,29.26,0.307,12.2
2025-09-22T00:00:00,CityA,-1.2921,36.8219,21.99,25.07,28.14,31.79,0.286,18.0
2025-09-22T01:00:00,CityA,-1.2921,36.8219,23.85,26.53,18.45,44.03,0.262,18.2
2025-09-22T02:00:00,CityA,-1.2921,36.8219,23.35,26.98,15.84,36.11,0.302,17.8
2025-09-22T03:00:00,CityA,-1.2921,36.8219,29.33,36.76,23.6,31.07,0.332,23.2
2025-09-22T04:00:00,CityA,-1.2921,36.8219,28.89,30.83,18.73,29.65,0.333,21.5
2025-09-22T05:00:00,CityA,-1.2921,36.8219,29.39,38.68,19.08,39.98,0.349,23.1
2025-09-22T06:00:00,CityA,-1.2921,36.8219,22.47,24.75,17.11,36.25,0.256,17.1
